item_sku_id,attr_cd,attr_value_cd
782,277,4601
329,55,4770
551,750,3951
525,82,1298
473,82,1298
319,217,2965
295,368,3082
601,217,2606
808,546,3184
247,397,1650
754,526,1263
403,68,589
739,492,2113
502,225,1263
293,55,4327
257,751,2125
652,189,4567
467,488,433
134,225,1263
232,225,1825
270,82,1298
833,218,2044
262,390,1263
2,60,2436
253,2,2720
506,492,409
628,218,2044
823,68,3254
867,277,183
503,368,1263
256,495,1263
367,368,3082
802,390,1263
107,142,1533
178,224,2273
254,225,268
549,397,2838
670,546,2107
548,540,433
691,430,228
293,60,4049
818,368,3082
818,346,987
747,55,4056
982,5,878
604,518,1263
832,495,1263
832,726,194
615,117,4083
917,55,4327
788,71,1134
134,390,4
130,218,2044
656,397,1504
333,56,964
680,277,2409
294,60,4051
986,82,698
797,390,586
55,567,3230
855,154,900
996,436,203
381,498,1263
380,50,1071
482,38,4331
22,526,1263
81,1,4046
318,212,2909
469,890,4627
502,68,589
671,550,3189
708,60,68
118,277,1486
696,368,595
35,18,981
917,55,4346
870,55,4770
390,50,2065
873,225,1952
87,68,1189
829,20,2119
333,171,4454
724,6,2835
809,488,433
714,580,352
533,217,3983
64,530,745
505,1,2618
791,666,653
975,488,433
494,585,3219
619,60,4046
497,534,1263
146,551,1263
99,225,1263
453,82,1298
285,885,4
780,50,4
896,277,4574
36,38,4775
106,551,3194
367,558,3217
831,585,3161
153,872,69
180,68,4646
670,225,1263
721,557,3220
429,68,4361
421,492,2113
421,495,1263
751,225,1263
561,566,1263
229,368,3082
870,55,4056
870,924,71
752,183,1263
364,225,1263
828,346,2848
39,60,4061
511,60,4051
833,495,1263
72,535,1263
522,37,149
294,55,4056
529,492,409
647,55,4327
647,38,4052
660,225,409
798,26,35
846,515,3081
497,186,1263
603,68,3098
243,550,2051
921,538,1263
329,1,4046
289,390,1263
585,189,4
254,82,1298
124,550,2051
48,492,409
314,397,2751
395,568,3237
616,562,3236
918,495,1263
229,82,321
875,492,409
137,163,1485
752,346,1263
349,532,3134
202,121,4
87,217,1263
264,38,4775
679,633,3485
573,68,1263
241,492,410
971,390,586
695,488,433
744,487,1263
433,82,1298
171,495,1263
741,277,4769
498,150,4003
489,550,2051
12,543,681
289,368,3082
361,21,737
311,37,2454
585,873,1383
153,189,4566
247,390,586
18,704,4562
527,540,433
318,765,1435
82,71,1134
411,1,4326
425,68,2103
96,82,2489
653,105,2451
885,492,410
708,38,4053
200,217,1263
651,492,409
197,68,487
404,495,1263
264,1,4326
74,101,3193
668,217,2601
934,390,3268
29,225,1263
930,518,1102
340,882,1016
192,210,1161
529,390,586
117,101,3246
928,730,644
494,68,555
603,492,409
466,68,1263
588,540,433
285,411,4609
489,82,1298
67,368,1263
329,55,4327
289,543,681
860,103,152
967,397,1263
992,372,2428
418,488,433
284,568,2030
488,101,3246
585,874,4569
59,101,3192
204,82,1298
973,634,3487
569,492,413
65,540,1228
304,243,2283
501,7,34
327,390,606
875,488,433
955,390,1263
752,488,433
598,68,3282
829,750,3952
806,68,1263
54,277,1553
138,495,1263
727,55,4770
899,277,4607
833,390,4
965,397,2478
768,163,2525
845,142,1825
407,71,1135
176,103,1496
628,529,1263
780,6,81
381,346,987
212,397,1504
623,18,1263
316,492,541
802,580,352
361,163,1485
73,60,4061
912,68,2053
155,68,2024
81,55,4327
168,224,2273
911,488,433
314,559,1742
65,225,268
76,225,1773
364,346,1910
933,225,1555
130,492,409
235,570,3242
542,106,59
770,50,2065
978,3,4688
694,103,2911
928,277,21
664,411,4610
683,487,2301
814,225,410
783,730,644
852,225,268
606,204,2727
634,495,1263
458,765,1435
120,55,4055
123,518,1263
816,488,433
102,277,671
320,505,1559
967,390,2062
557,488,433
187,345,272
578,488,433
716,225,268
155,82,1298
139,560,1263
721,492,409
443,571,1263
71,277,4602
163,635,3492
891,68,1263
88,492,1263
712,884,2419
604,225,1825
570,163,2525
404,68,554
87,488,433
496,492,409
594,138,1263
724,20,2119
593,225,1263
228,495,1263
978,6,3955
970,765,1435
714,492,409
413,43,339
511,55,4327
199,60,4325
389,34,981
80,579,593
434,368,3082
647,38,3586
369,277,30
157,543,3160
986,492,541
219,378,2539
414,488,433
146,346,1504
932,368,1263
313,68,487
342,68,554
171,225,1230
755,163,1485
423,68,3102
623,277,2412
36,55,4772
711,409,60
946,277,30
73,55,4056
482,38,4052
527,560,3216
750,492,413
885,82,1298
616,564,1263
868,2,148
705,82,1298
486,82,1298
355,225,1263
881,82,1298
651,390,606
350,225,1825
195,495,1263
648,71,127
6,765,1435
278,163,1485
76,397,3213
475,277,3481
636,635,3492
636,765,1435
593,726,194
348,101,914
131,50,1071
978,68,1517
605,752,4033
31,68,1263
803,277,4606
244,68,3282
406,82,1298
360,50,969
277,82,1298
211,492,409
271,38,4052
190,513,2083
99,183,1263
41,68,2072
552,518,1263
171,390,586
780,20,2118
996,437,138
320,217,1263
151,225,268
866,186,1263
482,38,4774
372,488,433
808,492,2113
549,397,2751
119,37,13
767,18,981
411,55,4771
753,121,1351
537,488,1228
208,532,3132
335,37,236
676,390,606
166,82,1298
659,50,1250
138,225,1263
133,492,409
77,492,410
914,488,433
833,492,596
241,397,1650
838,225,409
269,68,2033
632,22,174
129,225,2113
932,225,268
419,585,681
376,68,1263
628,225,1263
780,386,3473
503,390,586
256,225,1230
284,68,2024
482,55,4056
872,540,433
808,225,268
924,82,2489
114,82,1298
122,225,3287
729,488,433
723,283,2090
772,492,409
355,492,409
323,277,300
579,82,2698
158,252,2
345,277,30
684,1,1404
668,488,1228
610,562,544
774,82,1298
239,346,3940
792,565,546
821,287,110
7,488,433
111,251,2383
313,82,1298
151,68,589
879,532,1263
361,37,90
763,217,2608
557,580,352
109,585,3161
613,277,4684
284,82,1298
152,743,4419
527,554,1263
283,390,2064
646,225,1825
203,666,1263
843,554,3206
30,225,1263
293,55,4056
730,82,1298
616,68,3225
562,275,1410
973,277,21
242,492,409
33,37,3476
195,492,410
195,585,681
685,382,2905
656,397,1263
100,60,2434
931,68,487
838,488,433
277,225,1230
664,210,1161
591,68,3098
966,243,883
665,718,4696
503,82,1988
423,581,1263
212,82,1989
142,60,2529
279,382,4282
866,225,1230
672,60,2531
812,488,433
538,368,3082
781,452,2758
325,568,2030
708,55,4327
837,224,2273
579,68,4084
197,390,2062
840,82,1298
699,346,1504
829,6,3955
54,103,56
727,1,4046
978,752,4032
607,397,2751
630,68,589
903,479,1487
923,495,1263
145,183,614
234,345,272
661,390,1263
141,82,1298
867,1,4046
216,437,4
123,82,4092
300,409,2414
958,732,3860
67,183,1263
329,38,4776
675,535,3137
866,346,1984
863,277,2407
